gene_id	WT_sIM_rep4	WT_sFM_rep3
gene:Solyc00g028760.2	0.0	0.0
gene:Solyc00g028960.1	0.0	0.0
gene:Solyc00g032030.2	0.0	0.0
gene:Solyc00g036520.1	0.0	0.0
gene:Solyc00g036530.1	0.0	0.0
gene:Solyc00g036968.2	0.0	0.0
gene:Solyc00g042640.2	0.0	0.0
gene:Solyc00g047180.1	0.0	0.0
gene:Solyc00g047190.1	0.0	0.0
gene:Solyc00g047200.1	1.8	0.0
gene:Solyc00g049210.1	2.06	1.0
gene:Solyc00g049220.1	0.0	0.0
gene:Solyc00g052430.3	6.0	0.0
gene:Solyc00g052530.2	0.0	0.0
gene:Solyc00g052540.1	0.0	0.0
gene:Solyc00g058480.3	0.0	0.0
gene:Solyc00g059505.2	0.0	0.0
gene:Solyc00g069880.2	0.0	0.0
gene:Solyc00g076250.1	0.0	0.0
gene:Solyc00g084750.4	0.0	0.0
gene:Solyc00g084760.2	0.0	0.0
gene:Solyc00g090430.3	0.0	0.0
gene:Solyc00g094520.1	0.0	0.0
gene:Solyc00g094530.1	1.0	0.0
gene:Solyc00g094540.1	3.0	0.0
gene:Solyc00g094550.1	0.0	0.0
gene:Solyc00g107050.2	0.0	0.0
gene:Solyc00g112190.2	0.0	0.0
gene:Solyc00g112930.4	0.24	2.54
gene:Solyc00g118690.1	0.0	0.0
gene:Solyc00g125980.1	0.0	4.0
gene:Solyc00g125990.1	0.0	0.0
gene:Solyc00g126000.1	0.0	0.0
gene:Solyc00g126010.1	0.0	0.0
gene:Solyc00g134620.3	0.0	0.0
gene:Solyc00g135260.3	0.0	0.0
gene:Solyc00g142160.1	0.0	0.0
gene:Solyc00g142170.2	0.0	0.0
gene:Solyc00g144470.2	0.0	0.0
gene:Solyc00g147570.4	0.0	0.0
gene:Solyc00g153980.1	0.0	0.0
gene:Solyc00g160010.1	0.0	0.0
gene:Solyc00g160020.1	1.31	0.0
gene:Solyc00g160030.1	0.0	0.0
gene:Solyc00g160040.1	0.0	0.0
gene:Solyc00g160050.1	0.0	0.0
gene:Solyc00g160060.1	0.0	0.32
gene:Solyc00g160070.1	0.0	0.0
gene:Solyc00g160080.1	0.0	0.0
gene:Solyc00g160090.1	0.0	0.0
gene:Solyc00g160100.1	0.0	0.0
gene:Solyc00g160110.1	4.02	2.0
gene:Solyc00g160120.1	0.0	0.0
gene:Solyc00g160130.1	5.0	0.0
gene:Solyc00g160140.1	0.0	0.0
gene:Solyc00g160150.1	0.0	0.0
gene:Solyc00g160160.1	0.0	0.0
gene:Solyc00g160170.1	6.2	1.74
gene:Solyc00g160180.1	0.0	0.0
gene:Solyc00g160190.1	6.2	1.74
gene:Solyc00g160200.1	0.0	0.0
gene:Solyc00g160210.1	0.0	0.0
gene:Solyc00g160220.1	0.0	0.0
gene:Solyc00g160230.1	0.0	0.0
gene:Solyc00g160240.1	0.0	0.0
gene:Solyc00g160250.1	0.0	0.0
gene:Solyc00g160260.1	0.0	0.0
gene:Solyc00g160270.1	0.0	0.0
gene:Solyc00g160280.1	2.67	0.0
gene:Solyc00g160290.1	2.67	0.0
gene:Solyc00g160300.1	0.0	0.0
gene:Solyc00g160310.1	0.0	0.0
gene:Solyc00g160320.1	0.0	0.0
gene:Solyc00g160330.1	0.0	0.0
gene:Solyc00g160340.1	1.0	0.0
gene:Solyc00g160350.1	2.67	0.0
gene:Solyc00g160360.1	0.0	0.0
gene:Solyc00g160370.1	1.5	0.0
gene:Solyc00g160380.1	1.0	0.0
gene:Solyc00g160390.1	0.0	0.0
gene:Solyc00g160400.1	1.0	0.0
gene:Solyc00g160410.1	1.0	0.0
gene:Solyc00g160420.1	0.0	0.0
gene:Solyc00g160430.1	0.0	0.0
gene:Solyc00g160440.1	0.0	0.0
gene:Solyc00g160450.1	0.0	0.0
gene:Solyc00g160460.1	0.0	0.0
gene:Solyc00g160470.1	0.0	0.0
gene:Solyc00g160480.1	0.0	0.0
gene:Solyc00g160490.1	0.0	0.0
gene:Solyc00g160500.1	0.0	0.0
gene:Solyc00g160510.1	2.15	4.14
gene:Solyc00g160520.1	0.0	0.0
gene:Solyc00g160530.1	0.0	0.0
gene:Solyc00g160540.1	0.0	0.0
gene:Solyc00g160550.1	0.0	0.0
gene:Solyc00g160560.1	0.0	0.0
gene:Solyc00g160570.1	1.5	0.0
gene:Solyc00g160580.1	0.0	0.0
gene:Solyc00g160590.1	0.0	0.0
gene:Solyc00g160600.1	0.0	0.0
gene:Solyc00g160610.1	0.0	0.0
gene:Solyc00g160620.1	0.0	0.0
gene:Solyc00g160630.1	0.0	0.0
gene:Solyc00g160640.1	0.0	0.0
gene:Solyc00g160650.1	0.0	0.0
gene:Solyc00g160660.1	0.0	0.0
gene:Solyc00g160670.1	0.0	0.0
gene:Solyc00g160680.1	0.0	0.0
gene:Solyc00g160690.1	0.0	0.0
gene:Solyc00g160700.1	0.0	0.0
gene:Solyc00g160710.1	0.0	0.0
gene:Solyc00g160720.1	0.0	0.0
gene:Solyc00g160730.1	0.0	0.0
gene:Solyc00g160740.1	0.0	0.0
gene:Solyc00g160750.1	0.0	0.0
gene:Solyc00g160760.1	0.0	0.0
gene:Solyc00g160770.1	0.0	0.0
gene:Solyc00g160780.1	0.0	0.0
gene:Solyc00g164580.1	0.0	0.0
gene:Solyc00g171710.3	0.0	0.0
gene:Solyc00g171810.4	0.0	0.0
gene:Solyc00g172410.3	0.0	0.0
gene:Solyc00g180440.2	2.0	0.0
gene:Solyc00g181240.1	0.0	0.0
gene:Solyc00g181250.2	0.0	0.0
gene:Solyc00g198360.1	0.0	0.0
gene:Solyc00g210860.1	0.0	0.0
gene:Solyc00g217960.2	7.0	8.0
gene:Solyc00g230070.1	0.0	0.0
gene:Solyc00g230080.1	0.0	0.0
gene:Solyc00g244280.1	0.0	0.0
gene:Solyc00g244290.1	11.63	9.0
gene:Solyc00g244300.1	3.0	1.0
gene:Solyc00g254910.1	0.0	0.0
gene:Solyc00g255510.2	0.0	0.0
gene:Solyc00g266110.1	0.0	0.0
gene:Solyc00g277510.2	13.0	1.8
gene:Solyc00g281110.1	0.0	0.0
gene:Solyc00g284510.1	0.0	0.0
gene:Solyc00g304030.3	0.0	0.0
gene:Solyc00g308530.1	0.0	0.0
gene:Solyc00g309530.1	0.0	0.0
gene:Solyc00g316530.1	1.0	0.0
gene:Solyc00g320430.1	0.0	0.0
gene:Solyc00g322630.1	0.0	0.0
gene:Solyc00g500003.1	0.0	0.0
gene:Solyc00g500004.1	0.0	0.0
gene:Solyc00g500005.1	0.0	0.0
gene:Solyc00g500006.1	0.0	0.0
gene:Solyc00g500007.1	0.0	0.0
gene:Solyc00g500008.1	0.0	0.0
gene:Solyc00g500009.1	0.0	0.0
gene:Solyc00g500010.1	0.0	0.0
gene:Solyc00g500011.1	0.0	0.0
gene:Solyc00g500013.1	0.0	0.0
gene:Solyc00g500014.1	0.0	0.0
gene:Solyc00g500015.1	0.0	0.0
gene:Solyc00g500016.1	0.0	0.0
gene:Solyc00g500017.1	0.0	0.0
gene:Solyc00g500018.1	0.0	0.0
gene:Solyc00g500019.1	0.0	0.0
gene:Solyc00g500020.1	7.0	2.0
gene:Solyc00g500021.1	6.0	10.0
gene:Solyc00g500022.1	9.0	6.18
gene:Solyc00g500023.1	30.0	24.0
gene:Solyc00g500024.1	9.0	2.5
gene:Solyc00g500025.1	0.0	0.0
gene:Solyc00g500026.1	0.0	0.0
gene:Solyc00g500028.1	0.0	1.0
gene:Solyc00g500029.1	0.5	0.0
gene:Solyc00g500030.1	2.5	1.5
gene:Solyc00g500031.1	7.0	2.0
gene:Solyc00g500032.1	3.0	2.5
gene:Solyc00g500033.1	0.0	0.0
gene:Solyc00g500034.1	13.0	7.0
gene:Solyc00g500035.1	5.05	8.8
gene:Solyc00g500036.1	4.67	4.44
gene:Solyc00g500037.1	17.88	2.17
gene:Solyc00g500038.1	0.0	0.0
gene:Solyc00g500039.1	0.8	0.0
gene:Solyc00g500040.1	0.0	0.0
gene:Solyc00g500041.1	0.0	0.0
gene:Solyc00g500042.2	31.07	17.18
gene:Solyc00g500043.1	0.0	1.01
gene:Solyc00g500044.1	0.8	0.0
gene:Solyc00g500045.1	0.0	0.0
gene:Solyc00g500046.1	0.0	2.17
gene:Solyc00g500047.1	4.48	2.43
gene:Solyc00g500048.1	2.4	3.0
gene:Solyc00g500049.1	0.25	0.0
gene:Solyc00g500050.1	0.0	0.02
gene:Solyc00g500051.1	0.0	0.0
gene:Solyc00g500052.1	0.0	0.0
gene:Solyc00g500053.2	0.59	0.52
gene:Solyc00g500054.1	19.0	3.67
gene:Solyc00g500055.1	1.33	1.0
gene:Solyc00g500056.1	11.33	3.0
gene:Solyc00g500057.1	15.83	7.0
gene:Solyc00g500058.1	0.0	0.5
gene:Solyc00g500059.1	0.0	0.0
gene:Solyc00g500061.1	2.0	0.0
gene:Solyc00g500062.1	3.0	7.0
gene:Solyc00g500063.1	90.0	36.17
gene:Solyc00g500064.1	0.0	3.83
gene:Solyc00g500065.1	1.0	1.0
gene:Solyc00g500066.1	0.0	0.0
gene:Solyc00g500067.1	7.0	2.0
gene:Solyc00g500068.1	6.0	10.0
gene:Solyc00g500069.1	0.0	0.0
gene:Solyc00g500070.1	0.0	0.0
gene:Solyc00g500071.1	9.0	2.5
gene:Solyc00g500072.1	0.0	0.0
gene:Solyc00g500073.1	4.0	0.0
gene:Solyc00g500074.1	0.5	0.0
gene:Solyc00g500075.1	2.5	1.5
gene:Solyc00g500076.1	7.0	2.0
gene:Solyc00g500077.1	3.0	2.5
gene:Solyc00g500078.1	0.0	0.0
gene:Solyc00g500079.1	5.05	8.8
gene:Solyc00g500080.1	4.67	4.44
gene:Solyc00g500081.1	17.88	2.17
gene:Solyc00g500082.1	0.0	0.0
gene:Solyc00g500083.1	0.8	0.0
gene:Solyc00g500084.1	7.1	3.98
gene:Solyc00g500085.2	1.0	3.0
gene:Solyc00g500086.1	2.33	2.33
gene:Solyc00g500087.1	7.82	1.24
gene:Solyc00g500088.2	0.0	0.0
gene:Solyc00g500089.1	0.0	0.0
gene:Solyc00g500091.2	0.0	0.0
gene:Solyc00g500092.2	0.0	0.0
gene:Solyc00g500093.1	0.0	0.0
gene:Solyc00g500095.1	0.0	0.0
gene:Solyc00g500096.2	0.0	0.0
gene:Solyc00g500097.1	0.0	0.0
gene:Solyc00g500098.1	0.0	0.0
gene:Solyc00g500099.1	1.67	0.0
gene:Solyc00g500101.1	0.8	0.4
gene:Solyc00g500102.1	2.5	0.75
gene:Solyc00g500103.1	0.0	0.0
gene:Solyc00g500104.2	0.0	0.0
gene:Solyc00g500106.1	0.0	0.0
gene:Solyc00g500107.1	0.0	0.0
gene:Solyc00g500108.1	0.0	0.0
gene:Solyc00g500109.1	0.0	0.0
gene:Solyc00g500110.1	0.0	0.0
gene:Solyc00g500111.1	0.0	0.0
gene:Solyc00g500112.1	1.0	0.0
gene:Solyc00g500113.1	0.0	0.0
gene:Solyc00g500114.1	0.0	0.0
gene:Solyc00g500116.1	1.0	0.0
gene:Solyc00g500118.1	0.8	0.4
gene:Solyc00g500119.1	2.5	0.75
gene:Solyc00g500120.1	0.0	0.0
gene:Solyc00g500121.1	0.0	0.0
gene:Solyc00g500122.1	0.0	0.0
gene:Solyc00g500123.1	2.33	2.33
gene:Solyc00g500124.1	1.95	0.44
gene:Solyc00g500125.1	4.34	2.82
gene:Solyc00g500126.1	0.0	1.01
gene:Solyc00g500127.1	0.0	0.0
gene:Solyc00g500128.1	0.0	2.17
gene:Solyc00g500129.1	0.0	0.0
gene:Solyc00g500130.1	13.0	1.8
gene:Solyc00g500131.1	2.4	3.0
gene:Solyc00g500132.1	0.25	0.0
gene:Solyc00g500133.1	0.0	0.02
gene:Solyc00g500134.1	0.5	0.0
gene:Solyc00g500135.1	0.0	0.0
gene:Solyc00g500136.1	19.0	3.67
gene:Solyc00g500137.1	1.33	1.0
gene:Solyc00g500138.1	11.33	3.0
gene:Solyc00g500139.1	3.34	0.0
gene:Solyc00g500140.1	0.0	0.0
gene:Solyc00g500141.1	0.0	0.0
gene:Solyc00g500142.1	0.0	0.0
gene:Solyc00g500144.1	0.0	0.0
gene:Solyc00g500145.1	0.0	0.0
gene:Solyc00g500147.1	0.0	0.0
gene:Solyc00g500148.1	0.0	0.0
gene:Solyc00g500149.1	0.0	0.0
gene:Solyc00g500150.1	0.0	0.0
gene:Solyc00g500151.1	0.0	0.0
gene:Solyc00g500152.1	0.0	0.0
gene:Solyc00g500153.1	0.0	0.0
gene:Solyc00g500154.1	0.0	0.0
gene:Solyc00g500155.1	0.0	0.0
gene:Solyc00g500156.1	0.0	0.0
gene:Solyc00g500157.1	0.0	0.0
gene:Solyc00g500158.1	1.0	0.0
gene:Solyc00g500159.1	0.0	0.0
gene:Solyc00g500161.1	0.0	0.0
gene:Solyc00g500162.1	0.0	0.0
gene:Solyc00g500163.1	0.0	0.0
gene:Solyc00g500164.1	0.0	0.0
gene:Solyc00g500165.1	0.0	0.0
gene:Solyc00g500166.1	0.0	0.0
gene:Solyc00g500167.1	1.0	0.0
gene:Solyc00g500168.1	0.0	0.0
gene:Solyc00g500169.1	58.0	15.0
gene:Solyc00g500170.1	0.0	0.0
gene:Solyc00g500171.1	1.33	0.67
gene:Solyc00g500172.1	1.0	0.0
gene:Solyc00g500173.1	0.0	0.0
gene:Solyc00g500174.1	0.0	0.0
gene:Solyc00g500176.1	0.0	0.0
gene:Solyc00g500177.1	0.0	0.0
gene:Solyc00g500178.1	0.0	0.0
gene:Solyc00g500179.1	0.0	0.0
gene:Solyc00g500180.1	0.0	0.0
gene:Solyc00g500181.1	0.0	0.17
gene:Solyc00g500183.1	0.0	0.0
gene:Solyc00g500184.1	3.0	0.0
gene:Solyc00g500185.1	1.0	0.0
gene:Solyc00g500186.1	2.12	0.0
gene:Solyc00g500187.1	1.0	0.5
gene:Solyc00g500188.1	1.33	0.67
gene:Solyc00g500189.1	1.0	0.0
gene:Solyc00g500190.1	0.0	0.0
gene:Solyc00g500191.2	0.0	0.0
gene:Solyc00g500192.1	1.23	0.31
gene:Solyc00g500193.1	2.33	2.33
gene:Solyc00g500194.1	0.0	0.0
gene:Solyc00g500195.1	2.0	0.0
gene:Solyc00g500196.2	0.0	0.0
gene:Solyc00g500197.1	0.0	0.0
gene:Solyc00g500198.1	0.0	2.17
gene:Solyc00g500199.1	0.0	0.0
gene:Solyc00g500200.1	13.0	1.8
gene:Solyc00g500201.1	2.4	3.0
gene:Solyc00g500202.1	0.25	0.0
gene:Solyc00g500203.1	0.0	0.02
gene:Solyc00g500204.1	0.5	0.0
gene:Solyc00g500205.1	0.0	0.0
gene:Solyc00g500206.1	19.0	3.67
gene:Solyc00g500207.1	1.33	1.0
gene:Solyc00g500208.1	11.33	3.0
gene:Solyc00g500209.1	15.83	7.0
gene:Solyc00g500210.1	0.0	0.5
gene:Solyc00g500211.1	0.0	0.0
gene:Solyc00g500213.1	0.0	0.0
gene:Solyc00g500214.1	0.0	0.0
gene:Solyc00g500215.1	0.0	0.0
gene:Solyc00g500216.2	0.0	0.0
gene:Solyc00g500218.1	0.0	0.0
gene:Solyc00g500219.1	0.0	0.0
gene:Solyc00g500220.1	0.0	0.0
gene:Solyc00g500222.2	0.0	0.0
gene:Solyc00g500224.1	0.0	0.0
gene:Solyc00g500225.1	0.0	0.0
gene:Solyc00g500226.1	0.0	0.0
gene:Solyc00g500227.1	0.0	0.79
gene:Solyc00g500228.1	18.93	7.6
gene:Solyc00g500229.1	0.0	0.0
gene:Solyc00g500230.1	0.0	0.0
gene:Solyc00g500232.1	0.0	0.0
gene:Solyc00g500233.1	0.0	0.0
gene:Solyc00g500235.1	0.0	0.0
gene:Solyc00g500236.1	0.0	0.0
gene:Solyc00g500237.1	0.0	0.0
gene:Solyc00g500238.1	0.0	0.0
gene:Solyc00g500239.1	0.0	0.0
gene:Solyc00g500240.1	2.26	0.69
gene:Solyc00g500241.1	0.0	0.0
gene:Solyc00g500242.1	0.0	0.0
gene:Solyc00g500244.1	0.8	0.4
gene:Solyc00g500245.1	19.0	3.0
gene:Solyc00g500246.1	0.0	0.0
gene:Solyc00g500247.1	0.0	0.0
gene:Solyc00g500248.1	0.0	0.0
gene:Solyc00g500249.1	1.97	0.0
gene:Solyc00g500250.1	37.16	9.0
gene:Solyc00g500251.1	1.0	0.5
gene:Solyc00g500252.1	1.33	0.67
gene:Solyc00g500253.1	1.0	0.0
gene:Solyc00g500254.1	0.0	0.0
gene:Solyc00g500255.1	1.0	1.0
gene:Solyc00g500256.1	0.0	1.0
gene:Solyc00g500258.1	0.0	0.0
gene:Solyc00g500259.1	0.0	0.0
gene:Solyc00g500260.1	10.79	3.62
gene:Solyc00g500261.2	0.0	0.0
gene:Solyc00g500262.1	0.0	0.0
gene:Solyc00g500263.1	3.0	0.0
gene:Solyc00g500264.1	0.0	0.0
gene:Solyc00g500265.1	0.0	0.0
gene:Solyc00g500266.1	0.0	0.0
gene:Solyc00g500267.1	0.0	0.0
gene:Solyc00g500269.1	0.0	0.0
gene:Solyc00g500270.1	0.0	0.0
gene:Solyc00g500271.1	0.0	0.0
gene:Solyc00g500272.1	1.67	0.0
gene:Solyc00g500275.1	0.8	0.4
gene:Solyc00g500276.1	2.5	0.75
gene:Solyc00g500277.1	0.0	0.0
gene:Solyc00g500278.1	0.0	1.01
gene:Solyc00g500279.1	0.0	0.0
gene:Solyc00g500280.1	0.0	0.0
gene:Solyc00g500282.1	0.0	0.0
gene:Solyc00g500284.1	0.0	0.0
gene:Solyc00g500285.1	0.0	0.0
gene:Solyc00g500286.1	0.0	0.0
gene:Solyc00g500287.1	0.0	0.0
gene:Solyc00g500288.1	0.0	0.0
gene:Solyc00g500289.1	0.0	0.0
gene:Solyc00g500290.2	31.0	2.69
gene:Solyc00g500291.1	0.5	0.0
gene:Solyc00g500292.1	23.0	0.02
gene:Solyc00g500293.1	0.0	0.0
gene:Solyc00g500294.1	1.0	0.0
gene:Solyc00g500295.1	2.4	3.0
gene:Solyc00g500296.1	13.0	1.8
gene:Solyc00g500297.1	5.05	8.8
gene:Solyc00g500298.1	4.67	4.44
gene:Solyc00g500299.1	0.0	0.0
gene:Solyc00g500300.1	0.0	0.0
gene:Solyc00g500301.1	0.8	0.0
gene:Solyc00g500302.1	11.0	0.0
gene:Solyc00g500303.1	12.5	3.34
gene:Solyc00g500304.1	0.0	0.0
gene:Solyc00g500305.1	0.0	0.0
gene:Solyc00g500306.1	0.0	0.0
gene:Solyc00g500307.1	0.0	0.0
gene:Solyc00g500308.1	0.0	0.0
gene:Solyc00g500310.1	0.0	0.0
gene:Solyc00g500311.2	0.0	0.0
gene:Solyc00g500312.1	0.0	0.0
gene:Solyc00g500313.1	1.0	0.0
gene:Solyc00g500314.1	7.0	0.0
gene:Solyc00g500315.1	2.0	5.0
gene:Solyc00g500316.1	10.37	0.0
gene:Solyc00g500317.1	0.0	0.0
gene:Solyc00g500318.1	1.67	0.0
gene:Solyc00g500319.1	0.0	2.31
gene:Solyc00g500320.1	0.5	0.0
gene:Solyc00g500321.1	0.0	0.0
gene:Solyc00g500322.1	14.0	11.0
gene:Solyc00g500323.1	0.0	13.02
gene:Solyc00g500324.1	9.18	0.0
gene:Solyc00g500325.1	0.8	0.0
gene:Solyc00g500326.1	0.0	0.0
gene:Solyc00g500327.1	0.0	2.17
gene:Solyc00g500328.1	4.36	7.83
gene:Solyc00g500329.1	13.0	1.8
gene:Solyc00g500330.1	2.4	3.0
gene:Solyc00g500331.1	0.25	0.0
gene:Solyc00g500332.1	0.0	18.88
gene:Solyc00g500333.1	0.0	0.0
gene:Solyc00g500334.1	0.0	0.0
gene:Solyc00g500335.1	4.0	0.0
gene:Solyc00g500338.1	0.0	0.0
gene:Solyc00g500339.1	0.0	0.0
gene:Solyc00g500340.1	0.0	0.0
gene:Solyc00g500341.1	0.0	0.0
gene:Solyc00g500342.1	0.0	0.0
gene:Solyc00g500343.1	4.39	3.03
gene:Solyc00g500344.1	0.0	0.0
gene:Solyc00g500345.1	2.71	0.0
gene:Solyc00g500346.1	0.0	0.0
gene:Solyc00g500347.1	0.0	0.0
gene:Solyc00g500348.1	1.97	0.0
gene:Solyc00g500349.1	2.12	0.0
gene:Solyc00g500350.1	0.0	0.79
gene:Solyc00g500351.1	2.67	4.32
gene:Solyc00g500353.1	0.0	0.0
gene:Solyc00g500355.1	0.0	0.0
gene:Solyc00g500356.1	0.0	0.0
gene:Solyc00g500357.1	0.0	0.0
gene:Solyc00g500358.1	79.29	12.0
gene:Solyc00g500359.1	0.8	0.4
gene:Solyc00g500360.1	2.5	0.75
gene:Solyc00g500361.1	4.0	1.0
gene:Solyc00g500362.1	1.9	0.0
gene:Solyc00g500363.1	0.0	0.0
gene:Solyc00g500364.1	2.26	0.69
gene:Solyc00g500365.1	0.0	0.0
gene:Solyc00g500366.1	0.0	0.0
gene:Solyc00g500367.1	0.0	0.0
gene:Solyc00g500368.1	0.0	0.0
gene:Solyc00g500369.1	0.0	0.0
gene:Solyc00g500370.1	0.0	0.0
gene:Solyc00g500371.1	0.0	0.0
gene:Solyc00g500372.1	0.0	0.0
gene:Solyc00g500373.1	220.92	230.5
gene:Solyc00g500374.1	0.0	0.0
gene:Solyc00g500375.1	0.0	0.0
gene:Solyc00g500376.1	0.0	0.0
gene:Solyc00g500379.1	0.0	0.0
gene:Solyc00g500380.1	0.0	0.0
gene:Solyc00g500381.1	0.0	0.0
gene:Solyc00g500382.1	0.0	0.0
gene:Solyc00g500383.1	0.0	0.0
gene:Solyc00g500384.1	0.0	0.0
gene:Solyc00g500385.1	0.0	0.0
gene:Solyc00g500386.1	0.0	0.0
gene:Solyc00g500387.1	0.0	0.0
gene:Solyc00g500388.1	0.0	0.0
gene:Solyc00g500389.1	0.0	0.0
gene:Solyc00g500390.1	0.0	0.0
gene:Solyc00g500391.1	0.0	0.0
gene:Solyc00g500392.1	0.0	0.0
gene:Solyc00g500393.1	0.0	0.0
gene:Solyc00g500394.1	0.0	0.0
gene:Solyc00g500395.1	0.0	0.0
gene:Solyc00g500396.1	0.0	0.0
gene:Solyc00g500397.1	0.0	0.0
gene:Solyc00g500398.1	0.0	0.0
gene:Solyc00g500399.1	0.0	0.0
gene:Solyc00g500400.1	0.0	0.0
gene:Solyc00g500401.1	0.0	0.0
gene:Solyc00g500402.1	0.0	0.0
gene:Solyc00g500403.1	0.0	0.0
gene:Solyc00g500404.1	0.0	0.0
gene:Solyc00g500405.1	0.0	0.0
gene:Solyc00g500406.1	0.0	0.0
gene:Solyc00g500407.1	0.0	0.0
gene:Solyc00g500408.1	0.0	0.0
gene:Solyc01g004000.1	0.0	0.0
gene:Solyc01g004002.1	0.0	0.0
gene:Solyc01g004004.1	0.0	0.0
gene:Solyc01g004006.1	0.0	0.0
gene:Solyc01g004008.1	0.0	0.0
gene:Solyc01g005000.3	3399.0	1947.0
gene:Solyc01g005010.5	88.0	22.0
gene:Solyc01g005020.3	2012.0	1532.0
gene:Solyc01g005030.4	1043.0	940.0
gene:Solyc01g005040.3	2.0	1.0
gene:Solyc01g005050.4	0.0	0.0
gene:Solyc01g005060.3	25.0	10.0
gene:Solyc01g005070.3	1.0	1.0
gene:Solyc01g005080.3	771.0	637.0
gene:Solyc01g005090.3	0.0	0.0
gene:Solyc01g005100.4	278.0	227.0
gene:Solyc01g005110.3	398.0	325.0
gene:Solyc01g005120.3	785.0	557.0
gene:Solyc01g005130.3	60.0	43.0
gene:Solyc01g005140.3	0.0	0.0
gene:Solyc01g005150.3	0.0	0.0
gene:Solyc01g005160.5	0.0	0.0
gene:Solyc01g005170.3	0.0	0.0
gene:Solyc01g005180.1	3.0	7.0
gene:Solyc01g005210.4	2626.0	2400.0
gene:Solyc01g005220.3	1.0	2.0
gene:Solyc01g005230.5	0.0	0.0
gene:Solyc01g005240.4	2631.02	2202.89
gene:Solyc01g005250.5	2366.98	2175.11
gene:Solyc01g005253.1	89.0	70.0
gene:Solyc01g005257.1	500.0	361.0
gene:Solyc01g005280.3	201.0	166.0
gene:Solyc01g005290.4	275.0	203.0
gene:Solyc01g005310.3	0.0	0.0
gene:Solyc01g005320.2	8.0	11.0
gene:Solyc01g005330.3	6632.0	5815.0
gene:Solyc01g005340.3	301.0	226.0
gene:Solyc01g005350.4	23.0	37.0
gene:Solyc01g005370.3	30.0	34.0
gene:Solyc01g005380.4	387.0	325.0
gene:Solyc01g005385.2	47.0	42.0
gene:Solyc01g005390.3	1.0	1.0
gene:Solyc01g005400.3	0.0	0.0
gene:Solyc01g005410.5	29.0	49.0
gene:Solyc01g005420.2	0.0	0.0
gene:Solyc01g005430.3	360.0	314.0
gene:Solyc01g005440.4	3373.0	2658.0
gene:Solyc01g005450.3	7.0	1.0
gene:Solyc01g005460.4	654.0	546.0
gene:Solyc01g005470.3	2.0	1.0
gene:Solyc01g005480.3	656.0	484.0
gene:Solyc01g005490.3	537.0	469.0
gene:Solyc01g005500.3	0.0	1.0
gene:Solyc01g005510.3	6.0	5.0
gene:Solyc01g005520.4	174.0	156.0
