gene_id	2-2	1-1	2-3	1-3	1-2	2-1
ENSMUSG00000022899	0.32	0.51	0.34	0.31	0.65	0.22
ENSMUSG00000022900	0.0	0.0	0.0	0.03	0.0	0.02
ENSMUSG00000022901	0.04	0.11	0.0	0.11	0.43	0.01
ENSMUSG00000022902	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000022905	36.25	32.6	30.29	31.73	35.2	34.69
ENSMUSG00000022906	4.41	7.12	4.76	6.24	8.74	5.01
ENSMUSG00000022911	8.18	4.49	10.2	4.52	3.96	6.14
ENSMUSG00000022912	2.2	6.8	1.82	5.91	5.96	2.79
ENSMUSG00000022913	57.75	27.67	67.16	24.77	27.99	62.31
ENSMUSG00000022914	52.13	31.13	45.0	29.88	30.67	50.67
ENSMUSG00000022931	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000022935	0.02	0.03	0.0	0.0	0.0	0.01
ENSMUSG00000022938	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000022940	43.06	38.7	52.76	44.5	42.25	51.09
ENSMUSG00000022941	0.07	0.2	0.0	0.15	0.05	0.07
ENSMUSG00000022945	2.45	4.68	3.48	3.99	4.1	2.63
ENSMUSG00000022946	0.84	4.09	0.78	2.45	3.22	1.1
ENSMUSG00000022947	3.83	2.1	4.04	1.3	1.91	2.18
ENSMUSG00000022948	1.54	2.5	2.2	2.01	1.13	2.95
ENSMUSG00000022949	0.03	0.16	0.09	0.32	0.29	0.09
ENSMUSG00000022951	324.62	446.02	274.78	389.19	494.23	306.63
ENSMUSG00000022952	1.52	2.01	2.32	1.53	1.84	1.91
ENSMUSG00000022956	1843.73	1331.08	1925.06	1432.69	1365.66	1950.1
ENSMUSG00000022957	13.16	16.16	13.44	12.71	16.5	13.44
ENSMUSG00000022960	2.17	2.8	5.07	1.89	2.52	2.62
ENSMUSG00000022961	72.73	64.28	67.08	61.88	69.0	75.1
ENSMUSG00000022962	46.38	27.43	47.46	33.62	33.56	51.25
ENSMUSG00000022964	35.99	44.03	29.55	38.81	42.77	35.24
ENSMUSG00000022965	67.52	58.07	56.79	49.69	62.4	61.76
ENSMUSG00000022967	17.78	14.41	14.61	15.21	15.07	15.99
ENSMUSG00000022969	31.78	27.44	30.12	22.19	26.98	27.79
ENSMUSG00000022971	29.58	29.65	30.75	28.27	26.07	28.39
ENSMUSG00000022972	55.82	27.34	39.84	33.36	31.28	61.57
ENSMUSG00000022973	7.61	10.71	5.45	10.85	9.32	7.22
ENSMUSG00000022974	20.49	8.63	13.99	8.06	9.76	16.65
ENSMUSG00000022978	0.75	1.83	0.96	1.67	1.38	0.51
ENSMUSG00000022982	391.35	311.69	528.8	356.62	302.45	475.31
ENSMUSG00000022983	5.76	5.56	7.9	5.18	5.77	8.4
ENSMUSG00000022986	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000022987	4.96	1.62	4.71	2.1	1.73	4.98
ENSMUSG00000022991	0.0	0.0	0.1	0.0	0.0	0.06
ENSMUSG00000022992	108.01	50.77	101.18	51.87	53.36	102.89
ENSMUSG00000022993	0.15	0.0	0.0	0.0	0.0	0.2
ENSMUSG00000022994	36.87	33.18	42.15	30.36	35.05	39.82
ENSMUSG00000022995	147.48	286.7	122.52	270.14	294.19	136.91
ENSMUSG00000022996	0.17	0.05	0.46	0.16	0.06	0.19
ENSMUSG00000022997	0.02	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000022999	6.63	5.54	7.67	4.0	3.4	8.77
ENSMUSG00000023000	0.39	0.22	0.35	0.26	0.14	0.21
ENSMUSG00000023004	710.32	756.29	721.06	728.56	772.32	755.26
ENSMUSG00000023007	16.11	8.77	22.14	9.3	9.95	20.64
ENSMUSG00000023008	6.16	6.0	6.89	6.26	5.73	6.52
ENSMUSG00000023009	1.64	3.63	2.2	2.7	3.12	2.57
ENSMUSG00000023010	51.35	125.53	71.01	106.35	122.59	71.7
ENSMUSG00000023011	0.01	0.0	0.01	0.0	0.0	0.16
ENSMUSG00000023013	0.0	0.05	0.0	0.0	0.05	0.03
ENSMUSG00000023015	2.26	4.32	2.49	3.78	3.48	2.78
ENSMUSG00000023017	2.33	1.39	1.94	1.11	1.05	1.85
ENSMUSG00000023018	8.6	6.41	7.74	5.05	5.26	7.89
ENSMUSG00000023019	12.09	5.18	12.79	5.4	4.61	12.91
ENSMUSG00000023020	40.34	35.05	80.85	31.3	30.94	46.94
ENSMUSG00000023021	26.93	30.69	24.54	27.83	26.62	24.01
ENSMUSG00000023022	4.45	9.83	5.16	9.26	9.17	4.93
ENSMUSG00000023025	28.95	20.11	27.13	18.23	19.39	30.87
ENSMUSG00000023026	6.13	6.14	4.67	5.97	6.57	5.13
ENSMUSG00000023027	58.53	29.56	36.33	30.25	35.49	47.51
ENSMUSG00000023030	35.13	19.09	32.13	22.01	25.44	34.45
ENSMUSG00000023031	0.33	1.8	1.04	1.68	1.41	1.33
ENSMUSG00000023032	0.07	0.46	0.16	0.35	0.23	0.07
ENSMUSG00000023033	0.03	0.01	0.01	0.0	0.0	0.02
ENSMUSG00000023034	5.36	6.6	7.38	6.15	6.83	9.42
ENSMUSG00000023036	7.96	19.7	8.89	14.81	17.43	6.68
ENSMUSG00000023039	1.33	2.08	0.93	1.54	2.71	0.71
ENSMUSG00000023041	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023043	251.17	204.43	278.14	225.63	196.69	247.77
ENSMUSG00000023044	4.79	7.88	8.3	8.65	8.57	5.27
ENSMUSG00000023045	0.32	0.39	0.53	0.23	0.12	0.52
ENSMUSG00000023046	0.06	1.79	0.3	1.23	1.12	0.25
ENSMUSG00000023047	1.33	0.69	2.9	1.61	2.03	2.53
ENSMUSG00000023048	27.02	36.93	31.01	40.12	40.89	30.67
ENSMUSG00000023050	3.06	4.45	2.77	3.63	5.1	3.41
ENSMUSG00000023051	53.1	29.15	52.75	28.86	30.5	58.1
ENSMUSG00000023052	0.92	0.35	1.8	0.78	0.37	1.88
ENSMUSG00000023055	12.59	24.93	12.83	21.93	20.39	14.14
ENSMUSG00000023057	0.13	0.09	0.37	0.19	0.0	0.17
ENSMUSG00000023064	4.42	1.71	4.46	2.56	1.21	4.26
ENSMUSG00000023066	1.45	1.31	0.81	1.25	1.49	1.25
ENSMUSG00000023067	561.1	321.68	750.5	308.92	301.63	694.85
ENSMUSG00000023068	26.02	17.56	22.83	15.39	19.33	22.64
ENSMUSG00000023070	0.98	1.94	3.65	1.99	0.18	0.18
ENSMUSG00000023072	6.82	3.96	8.89	6.79	5.85	8.08
ENSMUSG00000023073	0.04	0.03	0.04	0.05	0.0	0.0
ENSMUSG00000023074	13.85	17.58	12.38	16.34	19.6	14.34
ENSMUSG00000023075	34.26	36.46	31.44	29.92	37.6	30.56
ENSMUSG00000023078	0.0	0.0	0.0	0.0	0.0	0.03
ENSMUSG00000023079	34.4	14.16	24.62	10.45	14.66	26.31
ENSMUSG00000023083	0.06	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023084	0.45	0.09	0.18	0.0	0.07	0.08
ENSMUSG00000023087	9.91	15.06	8.51	14.43	15.15	9.37
ENSMUSG00000023088	23.71	20.02	21.88	17.35	19.09	22.47
ENSMUSG00000023089	715.92	437.25	944.01	580.56	415.17	896.73
ENSMUSG00000023092	401.98	944.77	354.92	847.26	935.02	402.75
ENSMUSG00000023093	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023094	12.98	10.12	12.83	9.24	9.1	11.54
ENSMUSG00000023104	18.14	22.62	19.11	20.47	21.61	18.57
ENSMUSG00000023106	46.55	33.73	48.63	34.26	27.68	43.58
ENSMUSG00000023110	63.82	25.12	65.42	24.45	25.88	65.87
ENSMUSG00000023118	25.25	26.25	30.57	28.38	26.34	32.57
ENSMUSG00000023120	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023122	0.06	0.0	0.03	0.0	0.0	0.0
ENSMUSG00000023132	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023140	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023143	9.44	7.27	10.73	7.14	5.72	8.76
ENSMUSG00000023147	12.8	13.92	11.37	14.28	14.34	11.85
ENSMUSG00000023150	319.59	266.32	308.49	259.83	295.91	311.91
ENSMUSG00000023151	0.0	0.07	0.17	0.07	0.0	0.06
ENSMUSG00000023153	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023156	18.69	13.08	19.11	11.29	11.67	18.43
ENSMUSG00000023159	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023165	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023169	23.32	28.2	17.74	25.42	31.53	19.34
ENSMUSG00000023170	22.23	11.55	20.6	11.24	12.28	23.76
ENSMUSG00000023175	1128.7	2717.11	1265.88	2165.4	2488.05	1135.29
ENSMUSG00000023176	0.43	0.16	0.6	0.17	0.0	0.34
ENSMUSG00000023185	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023186	14.05	24.04	12.5	24.27	24.39	12.1
ENSMUSG00000023191	1.49	8.01	2.1	8.38	8.17	1.66
ENSMUSG00000023192	0.27	0.0	0.6	0.0	0.0	0.52
ENSMUSG00000023206	10.54	6.19	13.01	7.72	7.19	11.33
ENSMUSG00000023210	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023216	0.09	0.0	0.01	0.0	0.0	0.02
ENSMUSG00000023224	2.52	14.44	4.17	14.85	13.5	2.03
ENSMUSG00000023232	6.96	12.62	6.67	13.09	12.71	7.74
ENSMUSG00000023235	4.23	4.93	5.63	3.94	5.56	6.58
ENSMUSG00000023236	0.35	0.67	0.38	0.55	0.32	0.23
ENSMUSG00000023243	0.21	0.43	0.48	0.29	0.28	0.31
ENSMUSG00000023247	3.73	1.12	3.73	0.0	0.18	2.98
ENSMUSG00000023249	8.4	8.13	14.18	10.62	11.53	10.5
ENSMUSG00000023257	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023259	1.17	1.05	1.77	1.55	1.28	1.58
ENSMUSG00000023262	11.65	12.07	13.09	11.53	13.82	14.92
ENSMUSG00000023263	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023266	3.71	1.73	3.84	2.32	2.55	2.37
ENSMUSG00000023267	0.31	0.0	0.83	0.0	0.0	0.82
ENSMUSG00000023272	22.26	21.31	28.4	22.59	22.85	23.94
ENSMUSG00000023274	0.0	0.04	0.04	0.0	0.18	0.07
ENSMUSG00000023277	28.18	32.12	37.48	33.03	30.68	32.63
ENSMUSG00000023279	0.0	0.02	0.0	0.0	0.0	0.0
ENSMUSG00000023284	3.25	1.67	3.23	1.37	1.86	3.32
ENSMUSG00000023286	44.11	32.86	105.59	30.35	32.38	45.85
ENSMUSG00000023289	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023307	95.78	57.77	92.66	49.74	56.47	92.2
ENSMUSG00000023328	0.26	1.39	0.28	1.29	2.02	0.25
ENSMUSG00000023330	8.41	6.24	7.56	5.69	5.27	9.13
ENSMUSG00000023333	0.0	0.0	0.03	0.0	0.0	0.03
ENSMUSG00000023336	0.81	1.66	2.0	1.83	1.46	1.51
ENSMUSG00000023341	0.33	0.03	0.91	0.09	0.22	0.4
ENSMUSG00000023345	2.2	3.05	1.59	2.91	2.41	1.78
ENSMUSG00000023348	14.09	9.21	21.97	9.79	8.67	17.16
ENSMUSG00000023349	0.21	0.94	0.0	1.74	1.51	0.0
ENSMUSG00000023350	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023353	38.86	38.4	57.28	30.47	31.58	57.88
ENSMUSG00000023367	42.81	46.32	36.24	40.39	45.53	40.85
ENSMUSG00000023387	0.15	0.0	0.0	0.0	0.0	0.11
ENSMUSG00000023391	0.04	0.03	0.05	0.24	0.05	0.18
ENSMUSG00000023393	0.22	0.88	0.14	0.23	0.77	0.2
ENSMUSG00000023403	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023411	0.3	1.82	0.53	1.92	1.36	0.4
ENSMUSG00000023433	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023439	0.03	0.23	0.07	0.12	0.08	0.36
ENSMUSG00000023443	0.04	0.0	0.0	0.0	0.0	0.02
ENSMUSG00000023452	26.76	22.66	27.49	22.76	22.34	29.48
ENSMUSG00000023456	1036.15	1771.51	982.05	1650.37	1780.82	1016.49
ENSMUSG00000023460	55.69	47.38	49.98	47.45	50.02	51.55
ENSMUSG00000023467	0.1	0.0	0.08	0.0	0.0	0.03
ENSMUSG00000023473	0.16	0.11	0.16	0.06	0.05	0.18
ENSMUSG00000023484	0.55	0.0	0.38	0.0	0.0	0.45
ENSMUSG00000023495	94.52	50.21	156.52	49.46	43.78	108.66
ENSMUSG00000023505	1.91	3.58	1.46	2.35	3.81	2.11
ENSMUSG00000023571	7.34	5.39	8.64	5.39	5.96	7.07
ENSMUSG00000023572	17.19	23.48	15.87	21.47	23.43	15.38
ENSMUSG00000023707	13.52	13.39	17.23	11.62	11.94	15.59
ENSMUSG00000023723	377.59	228.21	578.44	304.22	228.95	590.99
ENSMUSG00000023737	1.7	0.17	1.73	0.17	0.16	1.39
ENSMUSG00000023755	5.94	0.65	6.15	1.64	1.12	4.07
ENSMUSG00000023764	9.33	10.39	9.53	9.09	10.16	9.96
ENSMUSG00000023781	0.15	0.16	0.47	0.0	0.0	0.24
ENSMUSG00000023791	18.68	18.33	19.4	16.15	20.51	17.97
ENSMUSG00000023795	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023800	1.84	2.21	1.63	1.75	1.71	1.69
ENSMUSG00000023802	0.03	0.0	0.0	0.04	0.04	0.0
ENSMUSG00000023805	16.0	8.48	13.27	8.89	8.49	16.66
ENSMUSG00000023806	41.23	24.25	29.27	30.97	35.91	35.15
ENSMUSG00000023809	4.82	6.93	4.22	7.29	6.75	4.73
ENSMUSG00000023826	1.37	1.44	1.0	1.79	1.24	0.66
ENSMUSG00000023827	35.35	22.08	24.78	19.67	19.9	28.98
ENSMUSG00000023828	0.04	0.05	0.17	0.02	0.02	0.28
ENSMUSG00000023829	11.64	1.34	11.57	1.14	0.0	12.99
ENSMUSG00000023830	68.92	107.1	56.18	94.66	106.91	66.88
ENSMUSG00000023832	12.83	21.86	12.71	22.17	20.11	12.44
ENSMUSG00000023845	21.45	33.28	17.96	27.89	34.98	19.06
ENSMUSG00000023852	18.23	7.77	14.82	7.74	7.96	16.54
ENSMUSG00000023861	375.72	307.38	355.92	326.04	318.45	365.05
ENSMUSG00000023868	1.58	0.73	0.86	0.91	1.03	0.7
ENSMUSG00000023873	0.83	0.72	0.63	0.7	0.72	0.46
ENSMUSG00000023882	4.87	2.07	3.44	2.75	2.83	3.87
ENSMUSG00000023883	33.47	46.05	33.89	42.58	47.52	28.12
ENSMUSG00000023885	1.19	6.05	1.42	6.36	6.0	1.2
ENSMUSG00000023886	1.03	2.09	1.03	2.65	1.94	0.95
ENSMUSG00000023892	6.66	4.31	5.59	4.22	3.96	5.97
ENSMUSG00000023902	0.11	0.0	0.1	0.0	0.0	0.21
ENSMUSG00000023903	0.36	0.0	0.33	0.0	0.0	0.41
ENSMUSG00000023904	349.33	371.63	356.76	410.97	385.35	420.74
ENSMUSG00000023905	966.85	473.77	1132.02	500.15	435.42	951.88
ENSMUSG00000023906	0.0	0.0	0.06	0.0	0.0	0.18
ENSMUSG00000023908	0.34	1.04	0.5	1.05	1.17	0.5
ENSMUSG00000023909	1.7	2.46	2.41	2.36	2.38	2.15
ENSMUSG00000023911	0.21	0.87	0.72	1.07	0.41	0.28
ENSMUSG00000023912	0.62	0.56	0.93	0.42	0.55	0.64
ENSMUSG00000023913	0.74	4.07	0.2	3.93	4.6	0.14
ENSMUSG00000023914	0.02	0.0	0.06	0.0	0.0	0.0
ENSMUSG00000023915	2.07	2.07	2.18	2.18	2.14	2.22
ENSMUSG00000023918	0.31	0.03	0.21	0.03	0.0	0.38
ENSMUSG00000023919	3.97	5.32	3.69	5.73	6.51	3.37
ENSMUSG00000023921	13.3	25.21	9.95	29.97	24.65	10.76
ENSMUSG00000023923	4.32	5.35	3.26	5.03	5.71	3.65
ENSMUSG00000023926	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023927	2.16	3.85	1.16	4.12	3.8	1.13
ENSMUSG00000023930	0.13	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023931	0.06	0.14	0.03	0.22	0.02	0.03
ENSMUSG00000023932	29.4	19.5	25.87	19.09	20.24	27.88
ENSMUSG00000023935	0.76	0.32	0.65	0.44	0.63	0.78
ENSMUSG00000023938	4.42	6.54	7.59	5.89	5.52	6.85
ENSMUSG00000023939	39.42	47.05	90.57	64.48	49.35	87.88
ENSMUSG00000023940	0.58	0.63	0.15	0.62	0.52	0.25
ENSMUSG00000023942	23.19	15.63	20.65	16.37	17.62	21.0
ENSMUSG00000023943	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023944	810.2	680.38	722.02	709.01	716.23	793.06
ENSMUSG00000023945	0.0	0.0	0.0	0.0	0.0	0.01
ENSMUSG00000023947	2.03	1.75	3.3	1.77	1.73	2.69
ENSMUSG00000023949	0.03	0.01	0.02	0.0	0.0	0.02
ENSMUSG00000023951	133.04	315.61	109.96	286.25	371.42	111.98
ENSMUSG00000023952	21.19	23.17	24.85	23.78	23.05	22.6
ENSMUSG00000023953	8.1	5.98	8.28	5.35	5.96	8.91
ENSMUSG00000023959	47.93	126.0	41.88	113.56	141.34	47.6
ENSMUSG00000023960	16.09	21.5	13.11	21.78	24.75	13.75
ENSMUSG00000023961	7.13	11.99	5.88	11.17	12.85	6.64
ENSMUSG00000023963	3.09	4.51	2.67	5.17	5.61	3.24
ENSMUSG00000023964	0.01	0.02	0.0	0.02	0.02	0.0
ENSMUSG00000023965	4.53	7.35	4.15	6.34	7.14	4.32
ENSMUSG00000023966	0.84	2.98	0.6	2.58	2.63	1.23
ENSMUSG00000023967	169.47	81.83	177.88	84.29	78.33	173.11
ENSMUSG00000023968	0.1	0.0	0.22	0.0	0.0	0.04
ENSMUSG00000023971	41.01	18.47	48.24	21.51	17.87	47.52
ENSMUSG00000023972	5.35	11.74	7.29	12.69	12.34	6.62
ENSMUSG00000023973	15.21	15.41	14.68	17.0	13.97	13.23
ENSMUSG00000023977	9.95	13.54	8.33	12.4	13.32	9.27
ENSMUSG00000023978	0.0	0.0	0.11	0.0	0.0	0.1
ENSMUSG00000023979	0.65	0.09	0.38	0.14	0.0	0.46
ENSMUSG00000023980	11.45	4.91	10.23	6.22	4.97	10.14
ENSMUSG00000023982	0.15	0.83	0.25	0.43	0.78	0.0
ENSMUSG00000023984	1.44	0.44	0.45	0.95	0.87	2.14
ENSMUSG00000023987	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023988	16.76	14.7	22.34	15.36	14.37	21.41
ENSMUSG00000023990	17.82	14.42	38.26	14.9	15.8	31.55
ENSMUSG00000023991	1.55	3.96	2.79	3.8	4.4	2.2
ENSMUSG00000023992	0.06	2.48	0.07	3.61	4.0	0.26
ENSMUSG00000023993	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023994	11.79	10.89	13.78	11.06	10.84	13.24
ENSMUSG00000023995	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000023999	0.8	0.36	0.8	0.62	0.46	0.93
ENSMUSG00000024002	18.48	18.55	18.14	17.5	17.65	15.98
ENSMUSG00000024006	26.36	27.11	26.36	30.0	30.5	26.84
ENSMUSG00000024007	28.38	12.3	26.0	13.22	14.49	25.87
ENSMUSG00000024008	0.06	0.0	0.04	0.0	0.03	0.02
ENSMUSG00000024011	0.3	0.03	0.26	0.13	0.06	0.48
ENSMUSG00000024012	136.7	158.96	123.43	167.41	166.83	137.08
ENSMUSG00000024013	0.12	0.05	0.18	0.0	0.07	0.2
ENSMUSG00000024014	80.7	11.52	76.92	11.44	11.16	92.66
ENSMUSG00000024018	5.45	3.12	4.72	5.05	4.11	4.78
ENSMUSG00000024019	24.26	18.13	16.58	27.12	18.94	22.49
ENSMUSG00000024026	186.76	142.43	177.2	166.61	147.5	189.17
ENSMUSG00000024027	0.15	0.13	0.1	0.14	0.2	0.11
ENSMUSG00000024028	0.14	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000024029	0.2	0.0	0.22	0.29	0.0	0.0
ENSMUSG00000024030	1.81	1.82	2.41	1.57	2.29	1.98
ENSMUSG00000024032	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000024033	2.26	1.91	1.89	1.83	3.03	2.82
ENSMUSG00000024034	0.0	0.0	0.0	0.0	0.0	0.01
ENSMUSG00000024036	4.93	7.08	5.45	6.38	6.48	5.24
ENSMUSG00000024037	17.93	9.76	21.32	10.44	8.69	25.02
ENSMUSG00000024038	573.05	517.36	590.54	665.37	482.46	575.25
ENSMUSG00000024039	0.65	0.71	1.94	1.09	0.66	0.15
ENSMUSG00000024041	0.0	0.0	0.0	0.0	0.0	0.06
ENSMUSG00000024042	9.94	13.93	17.76	12.9	16.05	15.44
ENSMUSG00000024043	0.78	1.42	0.75	1.16	1.22	0.52
ENSMUSG00000024044	16.78	18.45	14.71	15.16	19.19	14.04
ENSMUSG00000024045	31.48	16.56	32.78	19.47	18.11	33.52
ENSMUSG00000024048	518.15	583.99	494.51	615.75	591.02	485.43
ENSMUSG00000024049	216.17	322.97	200.68	329.37	330.33	225.62
ENSMUSG00000024050	6.7	9.08	8.28	7.9	8.27	7.86
ENSMUSG00000024052	4.06	7.18	4.6	6.83	7.26	4.96
ENSMUSG00000024053	11.96	11.95	13.57	10.54	11.23	10.31
ENSMUSG00000024054	11.41	13.95	10.98	11.26	13.22	13.18
ENSMUSG00000024055	3.54	4.02	5.81	4.89	2.93	5.33
ENSMUSG00000024056	0.71	1.7	0.68	1.67	1.3	0.9
ENSMUSG00000024059	78.6	127.63	65.15	114.4	135.21	72.6
ENSMUSG00000024063	248.19	455.82	216.53	403.26	474.92	243.01
ENSMUSG00000024064	0.03	0.06	0.03	0.04	0.05	0.06
ENSMUSG00000024065	0.92	2.7	1.07	2.18	2.86	0.84
ENSMUSG00000024066	1.89	6.39	2.25	6.79	6.81	1.57
ENSMUSG00000024067	47.52	34.2	50.69	31.23	34.07	49.64
ENSMUSG00000024068	20.14	15.99	18.71	14.87	18.39	18.18
ENSMUSG00000024069	15.88	10.77	14.39	12.18	11.33	15.74
ENSMUSG00000024070	7.0	10.69	7.58	10.47	11.84	7.26
ENSMUSG00000024072	34.04	36.58	29.29	94.97	39.46	33.92
ENSMUSG00000024073	21.97	29.81	18.13	21.45	30.23	23.33
ENSMUSG00000024074	15.72	29.87	18.21	28.59	32.09	21.4
ENSMUSG00000024076	0.2	0.18	0.23	0.13	0.33	0.24
ENSMUSG00000024077	25.74	32.87	22.0	35.74	35.64	27.17
ENSMUSG00000024078	19.32	6.87	17.96	8.73	6.42	21.37
ENSMUSG00000024079	4.41	7.03	4.03	8.1	9.12	4.99
ENSMUSG00000024081	19.56	7.81	18.84	7.8	8.55	19.27
ENSMUSG00000024082	24.7	22.49	23.83	23.93	26.54	25.14
ENSMUSG00000024083	38.05	56.52	34.31	55.12	58.59	39.12
ENSMUSG00000024084	5.72	14.55	4.75	13.47	15.21	5.37
ENSMUSG00000024085	5.22	13.69	4.9	12.39	14.71	4.76
ENSMUSG00000024087	3.94	7.53	4.28	7.36	7.17	3.07
ENSMUSG00000024088	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000024091	34.9	32.5	35.56	29.43	34.16	33.37
ENSMUSG00000024095	21.63	20.14	22.58	15.45	18.36	21.97
ENSMUSG00000024096	12.58	20.15	16.87	16.97	19.18	14.45
ENSMUSG00000024097	79.92	39.01	75.14	45.65	39.34	81.11
ENSMUSG00000024098	17.86	51.77	17.75	49.49	48.99	20.56
ENSMUSG00000024099	503.96	307.01	447.69	299.79	312.37	461.05
ENSMUSG00000024101	18.31	13.98	28.35	12.52	11.45	22.21
ENSMUSG00000024104	16.5	19.07	16.75	19.77	19.67	18.05
ENSMUSG00000024105	0.17	0.0	0.14	0.03	0.0	0.12
ENSMUSG00000024107	0.19	0.0	0.11	0.0	0.0	0.24
ENSMUSG00000024109	0.4	0.23	0.11	0.06	0.0	0.05
ENSMUSG00000024112	1.5	3.14	1.83	2.15	3.08	1.56
ENSMUSG00000024114	0.0	0.17	0.1	0.04	0.12	0.02
ENSMUSG00000024116	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000024118	4.17	2.47	3.67	2.09	2.69	4.04
ENSMUSG00000024120	35.16	49.33	29.0	45.33	55.56	31.68
ENSMUSG00000024121	174.66	308.02	254.0	283.78	294.05	263.82
ENSMUSG00000024122	16.42	18.53	15.23	17.31	19.97	15.79
ENSMUSG00000024124	0.84	0.0	0.49	0.05	0.0	0.61
ENSMUSG00000024125	0.15	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000024127	11.3	20.24	9.14	19.38	21.12	9.39
ENSMUSG00000024128	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000024130	5.45	8.32	5.21	7.9	8.17	5.42
ENSMUSG00000024131	0.32	0.07	0.37	0.11	0.0	0.44
ENSMUSG00000024132	106.54	61.38	128.55	55.06	55.69	118.05
ENSMUSG00000024134	0.43	0.31	0.86	0.07	0.16	0.41
ENSMUSG00000024135	7.3	5.52	7.31	6.02	6.28	6.95
ENSMUSG00000024136	9.32	0.24	5.91	0.58	0.64	7.61
ENSMUSG00000024137	17.62	6.44	21.17	6.2	6.68	19.34
ENSMUSG00000024140	1.24	10.1	1.42	12.41	9.75	1.17
ENSMUSG00000024142	9.07	6.8	8.94	7.61	7.31	8.89
ENSMUSG00000024143	26.71	76.93	24.9	72.69	87.79	26.12
ENSMUSG00000024145	20.6	13.27	19.52	13.39	12.99	19.91
ENSMUSG00000024146	55.83	50.1	51.87	49.48	50.13	55.66
ENSMUSG00000024150	39.33	44.3	43.26	41.64	40.89	40.33
ENSMUSG00000024151	4.47	5.72	3.96	4.59	5.25	4.02
ENSMUSG00000024154	0.75	0.0	1.24	0.0	0.0	0.76
ENSMUSG00000024155	0.0	0.14	0.11	0.09	0.0	0.07
ENSMUSG00000024158	68.4	58.03	64.49	59.99	59.22	64.4
ENSMUSG00000024160	25.92	20.28	35.73	24.86	21.08	33.38
ENSMUSG00000024163	38.85	29.53	38.41	28.24	33.44	37.71
ENSMUSG00000024164	6.83	8.06	6.46	14.02	1.92	0.85
ENSMUSG00000024165	15.11	15.32	14.98	18.15	17.17	14.32
ENSMUSG00000024168	2.51	3.18	3.11	3.64	3.57	2.89
ENSMUSG00000024169	0.86	3.56	1.5	2.04	3.32	0.96
ENSMUSG00000024170	23.7	7.56	24.47	7.54	7.18	26.93
ENSMUSG00000024171	0.0	0.0	0.0	0.0	0.0	0.05
ENSMUSG00000024172	0.0	0.0	0.05	0.0	0.0	0.0
ENSMUSG00000024173	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000024174	0.95	1.28	1.52	1.59	1.45	1.08
ENSMUSG00000024175	0.06	0.0	0.0	0.11	0.0	0.0
ENSMUSG00000024176	1.3	0.09	2.6	0.09	0.0	1.03
ENSMUSG00000024177	3.84	3.9	4.06	3.15	3.63	3.98
ENSMUSG00000024180	1.29	1.63	1.44	1.28	1.33	1.5
ENSMUSG00000024181	58.57	76.89	80.58	75.77	69.67	72.68
ENSMUSG00000024182	38.47	9.02	27.23	9.01	9.1	29.52
ENSMUSG00000024184	0.1	0.04	0.26	0.16	0.0	0.23
ENSMUSG00000024186	1.36	3.34	2.05	3.43	3.59	1.77
