gene_id	2-2	1-1	2-3	1-3	1-2	2-1
ENSMUSG00000015519	0.0	0.0	0.0	0.0	0.0	0.07
ENSMUSG00000015522	16.15	15.84	15.65	17.5	16.41	14.21
ENSMUSG00000015533	0.42	0.65	0.22	2.11	0.75	0.26
ENSMUSG00000015536	60.44	32.42	64.24	40.54	34.32	66.65
ENSMUSG00000015542	10.11	7.25	15.17	8.12	7.38	12.2
ENSMUSG00000015568	208.25	288.36	180.98	269.46	298.34	199.38
ENSMUSG00000015575	101.89	99.37	120.8	119.83	99.7	121.76
ENSMUSG00000015579	11.37	37.89	128.76	21.95	21.72	31.4
ENSMUSG00000015597	2.73	2.96	2.9	4.07	3.45	1.61
ENSMUSG00000015599	0.1	0.08	0.29	0.05	0.05	0.21
ENSMUSG00000015605	41.33	51.9	63.35	50.62	44.73	55.81
ENSMUSG00000015619	0.11	0.23	0.21	0.18	0.23	0.25
ENSMUSG00000015627	0.03	0.09	0.05	0.11	0.03	0.04
ENSMUSG00000015647	33.79	30.53	32.49	23.33	27.66	39.28
ENSMUSG00000015652	3.9	4.76	4.55	4.26	3.69	3.98
ENSMUSG00000015653	3.53	8.56	3.03	8.36	8.67	3.48
ENSMUSG00000015656	1312.13	1167.87	1201.27	998.75	1012.96	1237.47
ENSMUSG00000015659	3.11	1.9	2.66	1.87	2.05	2.9
ENSMUSG00000015665	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000015668	41.45	32.71	44.69	43.08	37.5	43.6
ENSMUSG00000015671	53.03	31.1	56.18	37.32	31.02	54.92
ENSMUSG00000015672	68.79	28.59	65.05	37.54	32.7	64.74
ENSMUSG00000015697	11.45	5.75	11.38	5.62	5.25	11.47
ENSMUSG00000015702	0.37	0.36	0.45	0.43	0.4	0.77
ENSMUSG00000015709	0.73	1.5	0.8	1.17	1.17	0.98
ENSMUSG00000015711	11.88	14.81	9.76	13.16	15.3	10.85
ENSMUSG00000015714	99.7	59.78	101.2	61.66	56.22	103.13
ENSMUSG00000015721	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000015733	104.98	110.01	88.95	110.56	115.41	95.68
ENSMUSG00000015745	170.08	72.02	139.34	76.8	76.29	173.69
ENSMUSG00000015747	34.0	9.43	39.2	14.53	7.2	57.36
ENSMUSG00000015748	29.6	7.93	28.37	9.92	8.36	31.16
ENSMUSG00000015749	32.84	39.87	27.56	36.17	40.7	33.48
ENSMUSG00000015750	52.96	53.68	52.58	48.08	51.31	55.43
ENSMUSG00000015755	30.51	26.79	23.2	26.48	28.68	27.23
ENSMUSG00000015757	22.33	8.57	20.23	9.39	8.99	22.93
ENSMUSG00000015759	63.61	50.12	70.08	59.31	53.19	69.29
ENSMUSG00000015766	0.62	2.51	0.61	1.23	1.96	0.65
ENSMUSG00000015776	26.92	12.79	27.94	14.55	12.56	30.48
ENSMUSG00000015787	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000015790	56.69	25.13	66.21	28.43	22.9	63.87
ENSMUSG00000015804	58.85	38.22	52.42	32.68	33.87	60.29
ENSMUSG00000015806	26.05	29.32	27.03	29.05	28.4	25.45
ENSMUSG00000015812	1.24	0.0	0.95	0.0	0.0	1.59
ENSMUSG00000015829	0.28	0.3	0.11	0.23	0.55	0.15
ENSMUSG00000015837	780.56	187.13	900.4	197.66	169.11	864.66
ENSMUSG00000015839	60.58	29.33	54.43	29.89	31.02	58.31
ENSMUSG00000015843	0.15	0.26	0.35	0.08	0.11	0.16
ENSMUSG00000015846	10.01	4.45	10.39	5.65	4.67	10.4
ENSMUSG00000015850	1.6	1.6	2.37	4.02	1.88	1.54
ENSMUSG00000015852	0.04	0.0	0.0	0.2	0.44	0.0
ENSMUSG00000015854	0.52	0.21	0.46	0.19	0.0	0.02
ENSMUSG00000015869	25.52	15.13	26.42	14.54	14.93	25.83
ENSMUSG00000015879	0.16	0.11	0.14	0.24	0.11	0.17
ENSMUSG00000015880	0.45	1.03	0.54	1.16	0.94	0.51
ENSMUSG00000015882	2.93	1.92	3.06	1.92	2.12	2.28
ENSMUSG00000015889	27.7	72.11	34.29	66.11	69.6	27.84
ENSMUSG00000015890	0.1	0.12	0.29	0.44	0.02	0.05
ENSMUSG00000015932	229.66	295.63	220.38	294.52	303.27	225.68
ENSMUSG00000015937	34.27	35.37	48.44	36.19	36.04	38.54
ENSMUSG00000015942	5.37	2.28	5.54	2.76	2.36	5.75
ENSMUSG00000015943	2.12	15.54	28.55	12.19	9.78	4.1
ENSMUSG00000015944	0.8	3.2	0.75	3.05	2.9	0.75
ENSMUSG00000015947	0.09	0.11	0.04	0.15	0.15	0.04
ENSMUSG00000015950	0.52	0.63	0.68	0.6	0.71	0.94
ENSMUSG00000015957	1.03	1.36	3.85	1.28	1.24	1.91
ENSMUSG00000015961	21.18	11.46	21.52	12.33	10.65	20.72
ENSMUSG00000015962	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000015966	0.14	0.0	0.08	0.09	0.04	0.04
ENSMUSG00000015968	0.0	0.08	0.34	0.07	0.18	0.06
ENSMUSG00000015970	0.05	0.07	0.16	0.12	0.01	0.01
ENSMUSG00000015971	19.54	12.31	20.46	14.19	13.31	20.42
ENSMUSG00000015980	14.65	21.11	12.93	19.71	19.91	13.97
ENSMUSG00000015981	0.29	0.26	0.3	0.22	0.45	0.27
ENSMUSG00000015994	85.53	41.34	63.93	44.68	46.75	73.02
ENSMUSG00000016018	33.99	15.48	29.29	16.98	16.11	29.57
ENSMUSG00000016024	0.43	1.17	0.51	1.45	1.89	0.65
ENSMUSG00000016028	1.63	2.37	2.3	1.99	1.64	1.99
ENSMUSG00000016087	1.22	1.84	1.08	2.21	2.01	1.09
ENSMUSG00000016128	4.77	3.34	4.03	3.32	3.68	4.65
ENSMUSG00000016150	0.01	0.0	0.01	0.01	0.0	0.0
ENSMUSG00000016179	0.3	1.68	0.31	1.76	2.09	0.26
ENSMUSG00000016181	10.15	2.94	8.9	3.61	2.32	10.59
ENSMUSG00000016194	3.17	14.7	4.9	16.2	13.64	2.89
ENSMUSG00000016200	0.44	0.16	0.12	0.07	0.1	0.19
ENSMUSG00000016206	0.29	0.22	0.57	0.34	0.37	0.19
ENSMUSG00000016239	1.13	0.7	1.3	0.47	0.56	1.17
ENSMUSG00000016252	694.27	550.73	1177.99	776.01	515.93	1021.55
ENSMUSG00000016253	13.46	18.59	13.82	18.45	16.49	13.65
ENSMUSG00000016255	0.04	0.0	0.13	0.0	0.0	0.17
ENSMUSG00000016256	41.68	68.58	61.61	74.62	60.65	45.19
ENSMUSG00000016257	114.36	67.73	96.39	78.04	67.69	97.42
ENSMUSG00000016262	1.89	1.09	1.67	1.26	1.54	1.52
ENSMUSG00000016283	0.0	0.0	0.05	0.04	0.05	0.0
ENSMUSG00000016308	44.29	29.12	46.94	31.16	31.16	45.32
ENSMUSG00000016319	984.21	666.62	966.12	692.7	641.61	1024.97
ENSMUSG00000016327	0.01	0.0	0.02	0.0	0.0	0.0
ENSMUSG00000016344	40.17	30.76	60.9	33.46	28.09	40.85
ENSMUSG00000016346	0.16	0.0	0.2	0.0	0.01	0.11
ENSMUSG00000016349	190.38	187.83	210.46	213.37	188.44	228.74
ENSMUSG00000016356	0.47	0.12	0.92	0.2	0.44	0.78
ENSMUSG00000016382	30.68	41.54	29.05	43.6	43.15	27.94
ENSMUSG00000016386	1.0	1.4	0.83	2.1	2.34	0.96
ENSMUSG00000016409	3.59	4.02	3.15	3.74	4.18	2.91
ENSMUSG00000016427	587.71	398.71	790.26	577.78	390.05	715.03
ENSMUSG00000016458	0.2	1.25	0.17	0.83	1.27	0.3
ENSMUSG00000016477	8.46	6.25	8.0	5.86	6.27	8.04
ENSMUSG00000016481	46.24	45.08	42.65	42.05	39.15	46.48
ENSMUSG00000016487	29.31	44.77	27.36	46.85	45.8	28.2
ENSMUSG00000016493	0.03	0.17	0.07	0.1	0.1	0.05
ENSMUSG00000016494	4.46	6.83	4.17	7.5	7.18	4.35
ENSMUSG00000016495	26.94	16.09	24.0	18.28	17.2	23.09
ENSMUSG00000016496	0.81	0.5	0.88	0.39	0.32	0.85
ENSMUSG00000016498	0.0	0.0	0.07	0.0	0.0	0.04
ENSMUSG00000016503	19.05	15.01	20.89	16.51	15.43	18.62
ENSMUSG00000016510	22.21	9.9	24.72	13.86	11.4	25.9
ENSMUSG00000016520	5.05	5.68	7.61	5.63	5.32	6.13
ENSMUSG00000016524	1.06	0.07	0.69	0.0	0.0	1.2
ENSMUSG00000016526	4.12	0.75	4.85	1.2	0.92	4.32
ENSMUSG00000016528	115.22	80.71	110.75	84.14	81.39	114.18
ENSMUSG00000016529	0.0	0.05	0.05	0.0	0.0	0.0
ENSMUSG00000016534	96.7	154.32	83.99	151.75	159.6	85.54
ENSMUSG00000016541	102.19	110.23	106.06	106.36	110.27	105.26
ENSMUSG00000016552	0.99	0.95	1.04	0.39	0.62	1.14
ENSMUSG00000016554	174.41	63.57	163.25	75.52	64.4	179.46
ENSMUSG00000016559	117.82	92.89	164.66	93.7	89.01	136.61
ENSMUSG00000016619	24.26	8.95	20.41	7.61	8.1	19.93
ENSMUSG00000016624	0.0	0.07	0.12	0.02	0.02	0.04
ENSMUSG00000016626	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000016637	4.73	7.74	6.73	8.47	7.09	7.76
ENSMUSG00000016664	72.27	62.98	70.41	64.28	65.9	76.33
ENSMUSG00000016756	0.06	0.08	0.07	0.05	0.15	0.08
ENSMUSG00000016757	12.42	12.11	13.37	11.1	10.99	14.63
ENSMUSG00000016758	10.08	8.15	15.19	8.83	8.41	14.99
ENSMUSG00000016763	0.04	0.13	0.12	0.14	0.13	0.02
ENSMUSG00000016831	17.55	10.6	12.35	12.2	11.32	14.81
ENSMUSG00000016833	113.98	57.13	134.61	65.01	50.08	129.46
ENSMUSG00000016918	1.25	13.85	1.69	15.24	14.28	1.59
ENSMUSG00000016921	41.46	32.25	38.87	33.41	32.68	41.11
ENSMUSG00000016933	6.78	9.01	6.71	9.53	10.7	7.62
ENSMUSG00000016940	13.1	7.88	14.19	9.13	8.57	14.77
ENSMUSG00000016942	0.24	0.5	0.54	0.61	0.02	0.0
ENSMUSG00000016946	45.23	30.52	47.9	31.62	28.49	47.8
ENSMUSG00000016982	0.09	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000016984	1.89	1.42	2.07	1.33	1.55	2.06
ENSMUSG00000016995	0.02	0.05	0.05	0.03	0.13	0.01
ENSMUSG00000016998	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000017000	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000017002	0.27	0.08	0.21	0.46	0.16	0.13
ENSMUSG00000017003	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000017004	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000017007	0.09	0.0	0.04	0.0	0.0	0.01
ENSMUSG00000017009	25.37	43.17	24.5	44.47	43.95	27.52
ENSMUSG00000017049	0.12	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000017057	13.45	26.14	12.26	24.71	27.99	12.0
ENSMUSG00000017064	0.0	0.0	0.0	0.0	0.0	0.03
ENSMUSG00000017119	28.41	30.96	26.67	31.32	31.54	29.1
ENSMUSG00000017132	16.34	7.48	19.98	7.08	6.99	18.49
ENSMUSG00000017144	69.82	29.24	62.05	28.84	29.14	69.14
ENSMUSG00000017146	0.43	1.19	0.2	0.78	0.6	0.22
ENSMUSG00000017165	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000017167	0.11	0.41	0.34	0.37	0.5	0.22
ENSMUSG00000017176	57.47	29.21	71.99	33.03	26.85	70.6
ENSMUSG00000017188	91.94	62.98	162.49	75.4	65.17	141.37
ENSMUSG00000017195	0.18	0.44	0.07	0.05	0.04	0.33
ENSMUSG00000017204	0.26	0.13	0.37	0.14	0.1	0.21
ENSMUSG00000017210	11.65	13.05	12.42	13.13	12.68	13.86
ENSMUSG00000017211	0.04	0.0	0.05	0.0	0.0	0.12
ENSMUSG00000017221	69.24	58.67	79.51	54.94	53.4	76.46
ENSMUSG00000017264	41.64	18.49	39.2	18.47	18.04	40.61
ENSMUSG00000017286	46.74	42.68	39.71	39.96	40.02	41.89
ENSMUSG00000017288	21.29	17.38	26.75	16.89	18.42	23.85
ENSMUSG00000017291	12.27	11.48	10.75	10.8	12.44	11.29
ENSMUSG00000017299	18.96	11.62	24.19	11.74	11.11	22.41
ENSMUSG00000017300	0.09	0.0	0.33	0.0	0.0	0.06
ENSMUSG00000017307	6.17	8.34	15.85	7.41	7.25	11.74
ENSMUSG00000017309	0.0	0.1	0.02	0.0	0.0	0.04
ENSMUSG00000017310	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000017311	0.0	0.0	0.59	0.0	0.0	0.0
ENSMUSG00000017314	0.69	4.13	0.56	4.41	5.05	0.61
ENSMUSG00000017316	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000017344	1.75	4.83	6.89	5.97	0.1	0.19
ENSMUSG00000017376	4.1	5.93	4.09	5.91	6.42	3.86
ENSMUSG00000017386	20.21	10.28	28.87	12.32	11.03	24.5
ENSMUSG00000017390	1.72	8.35	1.92	8.58	9.35	1.96
ENSMUSG00000017400	1.9	3.82	1.8	2.56	3.75	2.03
ENSMUSG00000017404	2105.33	1085.3	2054.85	1250.79	1040.22	2095.71
ENSMUSG00000017405	4.4	3.27	4.11	3.84	2.87	4.6
ENSMUSG00000017412	0.13	0.06	0.11	0.09	0.06	0.06
ENSMUSG00000017417	0.05	0.14	0.02	0.17	0.13	0.03
ENSMUSG00000017418	7.37	7.5	6.36	6.81	5.98	7.05
ENSMUSG00000017421	87.91	48.94	80.27	48.24	45.27	82.04
ENSMUSG00000017428	81.34	57.64	76.44	54.26	57.98	78.02
ENSMUSG00000017446	0.08	0.41	0.04	0.4	0.43	0.11
ENSMUSG00000017453	2.05	1.21	2.47	1.58	1.47	2.29
ENSMUSG00000017466	48.58	73.68	32.49	83.47	80.73	37.88
ENSMUSG00000017478	17.1	8.66	20.58	8.73	8.27	20.33
ENSMUSG00000017485	11.67	14.41	10.23	14.6	15.41	10.22
ENSMUSG00000017491	27.92	16.71	27.63	14.21	15.89	26.16
ENSMUSG00000017493	0.96	3.13	1.77	2.94	2.9	0.61
ENSMUSG00000017499	2.5	1.65	2.63	1.22	1.57	2.23
ENSMUSG00000017548	10.4	12.95	8.4	12.38	13.69	8.61
ENSMUSG00000017550	0.56	0.93	0.65	0.9	0.96	0.63
ENSMUSG00000017561	8.72	7.0	8.18	8.17	9.11	8.36
ENSMUSG00000017588	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000017607	0.0	0.0	0.09	0.01	0.02	0.01
ENSMUSG00000017615	42.23	42.93	40.64	45.09	41.77	42.98
ENSMUSG00000017631	7.11	10.91	6.69	11.24	11.59	7.09
ENSMUSG00000017639	0.18	0.02	0.17	0.02	0.02	0.15
ENSMUSG00000017652	2.98	1.85	3.62	1.77	1.53	2.64
ENSMUSG00000017664	33.06	22.55	36.02	22.28	25.72	36.09
ENSMUSG00000017667	1.42	1.31	1.57	1.25	1.19	1.56
ENSMUSG00000017670	11.08	11.94	11.72	10.5	12.28	11.49
ENSMUSG00000017677	56.61	32.36	61.79	31.65	30.05	56.15
ENSMUSG00000017679	7.49	8.85	6.31	7.91	8.1	6.63
ENSMUSG00000017686	41.24	33.97	40.82	36.97	34.74	40.57
ENSMUSG00000017688	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000017692	0.04	0.11	0.47	0.05	0.1	0.21
ENSMUSG00000017697	1.18	1.09	1.51	1.31	1.36	1.76
ENSMUSG00000017707	75.99	115.39	70.8	111.6	121.96	75.82
ENSMUSG00000017713	1.21	1.11	3.38	0.81	1.26	1.82
ENSMUSG00000017715	36.36	16.24	48.13	18.04	13.79	41.22
ENSMUSG00000017716	2.43	3.37	3.6	5.12	4.05	2.7
ENSMUSG00000017718	6.48	5.23	7.0	5.68	5.93	7.61
ENSMUSG00000017720	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000017721	15.29	23.45	15.18	23.44	23.65	13.63
ENSMUSG00000017723	0.0	0.0	0.16	0.1	0.08	0.09
ENSMUSG00000017724	1.83	3.26	2.4	2.89	3.2	2.31
ENSMUSG00000017733	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000017734	49.11	33.66	62.71	42.04	31.48	58.43
ENSMUSG00000017737	0.18	2.32	0.15	1.77	2.13	0.03
ENSMUSG00000017740	0.02	0.32	0.09	0.12	0.07	0.13
ENSMUSG00000017747	10.96	11.62	17.7	10.88	10.1	15.45
ENSMUSG00000017754	1.61	2.93	1.16	3.6	2.68	1.55
ENSMUSG00000017756	51.33	68.66	50.85	67.69	72.66	57.33
ENSMUSG00000017760	121.69	301.09	152.7	308.03	286.65	160.59
ENSMUSG00000017764	2.93	2.77	4.98	2.53	2.65	4.35
ENSMUSG00000017765	52.61	50.34	64.67	48.84	49.29	64.1
ENSMUSG00000017767	0.16	0.0	0.55	0.54	0.09	0.05
ENSMUSG00000017774	106.0	128.38	98.53	132.24	123.29	103.7
ENSMUSG00000017776	92.53	66.53	98.28	67.4	69.94	94.31
ENSMUSG00000017778	1659.76	884.43	1752.28	1170.45	824.92	1690.78
ENSMUSG00000017781	46.62	61.48	46.57	52.14	60.58	47.14
ENSMUSG00000017801	45.84	25.47	33.92	23.34	22.6	35.15
ENSMUSG00000017802	25.29	13.84	23.78	12.32	13.96	23.9
ENSMUSG00000017817	134.28	146.22	182.58	132.96	125.05	146.28
ENSMUSG00000017830	0.39	0.14	0.56	0.3	0.0	0.5
ENSMUSG00000017831	39.86	41.83	36.86	40.87	43.62	38.98
ENSMUSG00000017832	0.74	0.0	1.47	0.29	0.0	0.42
ENSMUSG00000017837	33.18	26.74	39.01	29.07	27.36	40.4
ENSMUSG00000017843	44.25	43.54	36.63	46.59	46.58	39.18
ENSMUSG00000017858	9.84	9.99	9.81	11.26	11.06	9.48
ENSMUSG00000017861	0.44	0.97	0.66	0.95	1.49	0.65
ENSMUSG00000017868	0.07	0.02	0.24	0.12	0.0	0.11
ENSMUSG00000017897	0.08	0.05	0.02	0.18	0.15	0.04
ENSMUSG00000017922	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000017929	31.06	22.0	32.33	23.31	29.51	33.06
ENSMUSG00000017943	0.42	0.11	0.69	0.03	0.09	0.6
ENSMUSG00000017950	0.21	0.51	0.43	0.45	0.0	0.03
ENSMUSG00000017969	6.51	24.71	8.8	24.29	24.0	5.89
ENSMUSG00000017978	0.03	0.19	0.15	0.17	0.04	0.08
ENSMUSG00000017999	26.7	11.7	34.22	11.82	12.44	37.69
ENSMUSG00000018001	8.67	13.36	8.26	13.9	14.76	8.13
ENSMUSG00000018008	0.23	0.99	0.02	0.99	0.7	0.19
ENSMUSG00000018012	2.43	1.33	2.13	1.05	1.73	1.58
ENSMUSG00000018040	46.48	25.58	34.73	29.93	30.39	37.79
ENSMUSG00000018042	100.65	167.7	116.14	179.48	166.44	115.05
ENSMUSG00000018068	5.78	5.45	8.31	3.88	4.58	4.87
ENSMUSG00000018076	3.99	3.63	3.6	3.48	3.57	4.23
ENSMUSG00000018102	8.69	22.32	27.62	15.7	16.11	12.46
ENSMUSG00000018126	0.18	0.06	0.21	1.6	0.11	0.05
ENSMUSG00000018143	24.85	17.07	35.14	20.66	16.49	29.71
ENSMUSG00000018160	12.61	13.62	10.9	14.0	15.1	13.23
ENSMUSG00000018166	1.84	2.42	2.08	2.25	2.26	1.9
ENSMUSG00000018167	9.82	6.79	14.83	8.09	7.28	12.17
ENSMUSG00000018168	0.08	0.0	0.36	0.03	0.0	0.09
ENSMUSG00000018169	0.29	0.68	0.45	1.04	0.54	0.43
ENSMUSG00000018171	157.76	99.65	148.31	104.67	99.69	164.59
ENSMUSG00000018189	19.73	16.54	30.34	20.11	18.16	24.02
ENSMUSG00000018196	35.48	36.91	55.28	32.79	31.13	41.21
ENSMUSG00000018199	5.07	8.27	4.22	8.52	8.78	4.8
ENSMUSG00000018209	10.07	11.68	9.37	12.87	11.58	10.11
ENSMUSG00000018211	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000018217	186.4	114.81	157.61	113.12	106.26	183.86
ENSMUSG00000018238	1.03	0.78	1.06	0.29	0.35	1.19
ENSMUSG00000018239	18.24	6.95	13.95	6.48	5.82	19.83
ENSMUSG00000018259	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000018263	5.74	6.23	6.82	5.75	5.22	9.31
ENSMUSG00000018286	326.72	176.72	371.35	229.91	167.06	358.96
ENSMUSG00000018287	98.75	61.52	95.81	68.62	62.76	97.7
ENSMUSG00000018293	183.62	592.19	244.58	557.12	514.36	191.66
ENSMUSG00000018322	10.76	12.92	12.01	11.77	13.03	11.9
ENSMUSG00000018326	37.99	52.18	38.28	54.07	53.55	39.31
ENSMUSG00000018334	1.6	0.9	2.35	0.95	0.93	1.98
ENSMUSG00000018339	156.3	398.5	175.89	413.76	399.8	176.17
ENSMUSG00000018340	101.79	108.51	95.34	115.6	108.47	99.66
ENSMUSG00000018341	0.05	0.02	0.04	0.07	0.02	0.03
ENSMUSG00000018347	9.39	4.3	8.75	3.96	3.58	8.12
ENSMUSG00000018362	70.2	37.39	67.66	40.39	38.73	67.48
ENSMUSG00000018363	25.96	25.62	21.53	25.27	25.42	22.95
ENSMUSG00000018372	7.7	2.43	5.4	4.24	2.95	6.55
ENSMUSG00000018377	26.44	18.07	22.1	16.51	17.84	25.03
ENSMUSG00000018378	11.15	21.74	22.62	19.85	20.52	17.44
ENSMUSG00000018379	45.62	26.48	53.52	24.96	22.58	49.38
ENSMUSG00000018381	0.19	0.81	0.43	0.88	0.8	0.44
ENSMUSG00000018387	4.38	5.67	5.77	5.93	5.0	5.62
ENSMUSG00000018395	6.65	5.23	5.7	5.97	5.4	5.85
ENSMUSG00000018398	21.47	22.88	18.61	22.22	23.01	20.01
ENSMUSG00000018401	6.49	5.99	7.55	5.05	6.33	6.37
ENSMUSG00000018405	12.98	5.58	15.2	4.93	5.63	14.56
ENSMUSG00000018411	1.06	0.52	0.8	0.2	0.33	0.51
ENSMUSG00000018412	13.42	8.64	14.89	8.31	9.45	16.2
ENSMUSG00000018415	8.12	6.99	7.98	7.08	7.41	7.95
ENSMUSG00000018417	2.93	5.43	4.14	4.69	6.84	3.05
ENSMUSG00000018425	3.99	6.38	4.21	6.19	6.94	3.73
ENSMUSG00000018427	5.15	5.19	3.03	4.06	5.04	4.68
ENSMUSG00000018428	53.74	27.02	49.07	26.77	25.84	54.98
ENSMUSG00000018433	29.01	13.43	25.2	13.13	13.11	26.41
ENSMUSG00000018442	39.18	27.72	34.14	25.15	25.69	39.83
ENSMUSG00000018446	189.44	101.83	203.85	109.66	99.51	185.23
ENSMUSG00000018449	21.41	7.31	26.96	8.85	8.42	28.52
ENSMUSG00000018451	0.1	1.22	0.3	1.1	1.33	0.15
ENSMUSG00000018459	0.03	0.09	0.06	0.04	0.0	0.01
ENSMUSG00000018470	0.52	0.71	0.51	1.36	1.04	0.48
ENSMUSG00000018474	13.81	18.42	15.61	17.79	18.97	14.29
ENSMUSG00000018476	2.19	7.22	3.36	6.18	7.29	3.07
ENSMUSG00000018479	0.0	0.0	0.11	0.0	0.0	0.0
ENSMUSG00000018481	12.82	10.74	11.85	9.81	9.88	11.88
ENSMUSG00000018486	0.0	0.0	0.01	0.0	0.0	0.01
ENSMUSG00000018500	0.48	1.05	0.7	1.14	1.01	0.24
ENSMUSG00000018501	55.04	31.06	43.05	33.52	34.86	46.99
ENSMUSG00000018507	4.04	4.34	3.62	3.97	3.56	3.71
ENSMUSG00000018509	8.47	4.25	10.18	5.39	3.91	11.52
ENSMUSG00000018537	6.3	7.18	7.6	6.61	6.12	6.85
ENSMUSG00000018541	8.99	5.59	9.18	5.75	5.0	8.36
ENSMUSG00000018543	1.68	0.14	1.58	0.16	0.39	1.05
ENSMUSG00000018547	7.56	6.98	6.91	7.88	7.22	8.02
ENSMUSG00000018548	4.74	5.48	4.62	6.92	7.37	4.18
ENSMUSG00000018554	0.06	1.27	1.83	0.98	1.39	0.31
ENSMUSG00000018559	61.5	47.79	51.29	49.52	47.15	52.01
ENSMUSG00000018565	118.39	55.05	124.1	65.46	55.81	124.35
ENSMUSG00000018566	17.09	31.78	15.99	32.78	37.32	18.63
ENSMUSG00000018567	293.92	247.23	331.43	279.7	252.0	320.33
ENSMUSG00000018569	0.13	0.0	0.22	1.05	0.0	0.64
ENSMUSG00000018570	0.5	0.39	0.51	0.44	0.19	0.42
ENSMUSG00000018572	90.24	22.86	96.0	24.54	21.29	96.69
ENSMUSG00000018574	135.55	142.75	151.8	148.88	133.97	146.55
ENSMUSG00000018581	0.02	0.12	0.0	0.02	0.01	0.0
ENSMUSG00000018583	25.84	24.73	28.05	24.18	23.57	28.96
ENSMUSG00000018585	138.63	117.71	180.86	158.67	111.51	166.29
ENSMUSG00000018589	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000018593	474.64	925.12	437.31	958.17	899.13	444.51
ENSMUSG00000018595	0.0	0.0	0.04	0.0	0.0	0.0
ENSMUSG00000018599	8.85	9.29	15.19	9.24	9.63	13.22
ENSMUSG00000018604	0.48	0.78	0.63	0.39	0.36	0.54
ENSMUSG00000018620	0.04	0.0	0.1	0.0	0.0	0.04
ENSMUSG00000018623	0.05	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000018634	0.02	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000018648	6.98	5.95	6.94	5.96	6.53	6.8
ENSMUSG00000018651	5.16	4.14	6.26	4.1	4.14	5.72
ENSMUSG00000018654	0.15	0.25	0.03	0.18	0.1	0.04
ENSMUSG00000018656	0.0	0.0	0.12	0.08	0.0	0.01
ENSMUSG00000018659	5.11	6.26	5.72	6.45	6.61	5.57
ENSMUSG00000018661	10.18	7.94	7.73	10.61	8.71	9.28
ENSMUSG00000018666	14.28	14.69	19.46	13.41	14.9	14.63
ENSMUSG00000018669	13.51	17.36	16.89	17.1	16.82	16.16
ENSMUSG00000018672	34.21	42.98	40.85	42.47	41.27	36.47
ENSMUSG00000018677	116.0	97.66	132.68	102.98	97.72	125.44
ENSMUSG00000018678	2.85	3.93	2.52	4.9	4.11	3.68
ENSMUSG00000018697	17.39	8.08	17.76	8.63	6.98	17.84
ENSMUSG00000018698	0.02	0.0	0.01	0.0	0.0	0.01
ENSMUSG00000018707	23.47	32.63	28.89	33.73	30.05	27.68
ENSMUSG00000018727	0.0	0.14	0.06	0.0	0.0	0.1
ENSMUSG00000018733	10.16	4.48	9.25	4.2	4.1	10.03
ENSMUSG00000018736	53.91	37.99	56.94	41.66	43.19	52.1
ENSMUSG00000018740	0.73	1.16	0.55	1.04	1.0	0.81
ENSMUSG00000018750	4.04	7.79	5.52	8.28	7.55	4.89
ENSMUSG00000018752	0.17	0.26	0.68	0.64	0.54	0.17
ENSMUSG00000018761	79.25	30.78	97.88	41.07	27.84	94.44
ENSMUSG00000018765	50.7	22.92	57.51	22.2	23.54	59.89
ENSMUSG00000018770	1037.36	1266.96	1682.11	1465.6	1221.05	1400.68
ENSMUSG00000018774	9.79	3.8	11.22	4.7	5.2	8.31
ENSMUSG00000018776	0.14	0.0	0.04	0.0	0.0	0.2
ENSMUSG00000018796	54.41	71.07	48.19	68.16	74.55	51.83
ENSMUSG00000018800	4.84	5.93	3.79	6.51	8.08	4.25
ENSMUSG00000018809	5.85	5.86	6.97	4.99	5.17	6.17
ENSMUSG00000018819	22.11	33.0	23.28	31.09	29.19	21.06
